ID,Location,Direction,TimeStart,LaneStart,IniSpeed,Length,Width,Is_truck,MaxSpeed,MaxAcceleration
975,4,1,8.82348,2,33.9,4.65,2.02,0,33.49,0
976,4,1,8.82382,3,40.15,4.75,1.92,0,40.22,0.02
977,4,1,8.82414,4,46.33,4.65,2.02,0,45.88,-0.11
978,4,2,8.82734,6,41.34,5.26,2.12,0,43.68,0.31
979,4,1,8.8283,2,40.05,4.45,1.92,0,39.69,-0.14
980,4,1,8.82839,4,45.31,5.26,2.02,0,45.99,0.4
981,4,2,8.83003,6,51.37,5.05,2.02,0,53.8,0.44
982,4,1,8.83019,4,45.62,5.15,2.02,0,50.11,0.57
983,4,1,8.83186,2,25.73,10.26,2.5,1,25.57,0.01
984,4,2,8.8326,6,45.17,5.46,2.12,0,47.42,0.33
985,4,2,8.8333,7,34.69,4.55,1.82,0,35.99,0.14
986,4,2,8.83756,6,41.58,4.75,2.02,0,43.73,0.38
987,4,1,8.8386,2,25.77,17.08,2.5,1,25.86,0.11
988,4,1,8.83892,4,42.33,5.15,2.12,0,42.47,0.13
989,4,2,8.83932,7,24.58,17.28,2.5,1,25.73,0.12
990,4,1,8.83991,4,38.32,6.16,2.32,0,39.97,0.18
991,4,2,8.84618,8,24.91,13.14,2.5,1,25.91,0.19
992,4,2,8.84661,7,32.24,4.85,1.92,0,34.2,0.24
993,4,2,8.84733,6,45.73,5.36,2.02,0,51.01,0.71
994,4,1,8.84914,4,42.37,4.45,1.92,0,42.4,0.01
995,4,1,8.84923,3,39.45,5.05,2.02,0,39.45,-0.03
996,4,1,8.85313,4,37.72,4.55,2.02,0,37.63,0.01
997,4,2,8.85433,6,44.8,4.85,1.92,0,47.1,0.41
998,4,2,8.86234,8,24.91,17.08,2.5,1,25.48,0.08
999,4,1,8.86248,3,41.71,4.14,1.92,0,41.68,-0.01
1000,4,2,8.86299,6,57.11,5.15,1.92,0,57.32,0.16
1001,4,1,8.86302,2,30.15,4.45,1.92,0,30.12,-0.06
1002,4,2,8.86363,7,49.94,5.36,2.02,0,52.17,0.55
1003,4,1,8.86381,4,46.15,4.95,2.02,0,46.15,-0.05
1004,4,2,8.86646,7,41.09,4.95,2.02,0,42.45,0.28
1005,4,2,8.8665,6,46.97,4.75,1.92,0,49.33,0.45
1006,4,1,8.86669,4,48.42,5.26,2.02,0,48.48,0.05
1007,4,2,8.86838,6,42.84,5.15,2.02,0,44.59,0.34
1008,4,1,8.86871,4,41.62,5.15,2.12,0,41.47,-0.06
1009,4,1,8.87157,2,24.45,9.1,2.5,1,24.38,-0.03
1010,4,1,8.87168,3,25.68,13.85,2.5,1,25.48,-0.04
1011,4,2,8.87272,7,37.83,5.05,2.02,0,39.83,0.35
1012,4,2,8.87326,8,32.95,4.75,2.22,0,35.66,0.39
1013,4,2,8.87412,6,41.41,5.05,1.92,0,41.97,0.23
1014,4,1,8.87429,4,48.92,5.05,2.02,0,48.92,-0.19
1015,4,2,8.87497,6,36.39,4.24,1.82,0,36.78,0.17
1016,4,1,8.87748,4,42.43,4.55,2.02,0,42.26,-0.1
1017,4,2,8.88166,6,37.22,4.65,2.02,0,39.05,0.26
1018,4,2,8.88461,6,43.49,4.75,1.92,0,45.52,0.32
1019,4,2,8.88882,6,37.66,5.26,2.02,0,37.72,0.05
1020,4,1,8.89298,3,38.66,3.94,1.92,0,38.79,0.17
1021,4,1,8.89323,4,46.2,4.75,2.02,0,46.2,-0.06
1022,4,2,8.89382,7,34.13,4.95,1.92,0,38.46,0.48
1023,4,2,8.8949,6,52.35,5.05,1.92,0,52.48,0.11
1024,4,2,8.89816,8,37.76,4.85,1.92,0,39.47,0.22
1025,4,1,8.89914,3,38.33,5.05,2.02,0,38.03,-0.03
1026,4,1,8.90236,4,47.74,5.26,2.02,0,47.57,0.08
1027,4,2,8.90372,7,45.31,4.35,1.92,0,47.54,0.37
1028,4,1,8.90397,3,55.05,5.26,2.02,0,56.48,0.64
1029,4,2,8.90481,6,45.76,4.95,1.92,0,50.76,0.69
1030,4,1,8.90571,4,37.19,4.65,2.02,0,37.64,0.34
1031,4,2,8.90659,6,44.25,4.75,1.92,0,48.33,0.57
1032,4,1,8.90929,3,38.72,5.56,2.32,0,38.7,0.09
1033,4,1,8.91122,4,38.21,4.35,1.92,0,38.21,0.01
1034,4,2,8.9122,6,33.63,3.84,1.82,0,35.01,0.18
1035,4,1,8.91568,4,42.8,5.26,2.22,0,42.81,0.01
1036,4,2,9.40001,8,28.22,6.87,2.02,0,28.22,-0.01
1037,4,2,9.40001,6,36.28,4.45,2.02,0,36.9,0.27
1038,4,2,9.40001,7,30.89,4.85,1.92,0,31.21,0.14
1039,4,2,9.40001,8,25.98,12.23,2.5,1,26.37,0.1
1040,4,1,9.40001,3,43.43,4.45,1.92,0,43.21,0.04
1041,4,1,9.40002,3,36.14,4.55,1.92,0,36.56,0.23
1042,4,1,9.40002,2,27.08,7.07,2.93,0,27.11,0.08
1043,4,1,9.40061,4,44.03,4.95,2.02,0,44.3,0.16
1044,4,1,9.40222,3,38.2,3.84,1.82,0,38.47,0.09
1045,4,2,9.40302,7,37.86,6.37,2.22,0,39.34,0.29
1046,4,2,9.40366,6,40.29,5.26,2.02,0,40.75,0.49
1047,4,2,9.40463,8,32.25,4.35,1.82,0,33.54,0.25
1048,4,2,9.40492,6,41.09,5.56,2.02,0,42.67,0.28
1049,4,1,9.40654,4,54.64,4.55,1.92,0,54.73,0.12
1050,4,1,9.41159,2,37.95,6.27,2.53,0,38.32,0.23
1051,4,1,9.41246,4,36.72,5.26,1.92,0,38.03,0.29
1052,4,1,9.41307,3,28.04,4.14,1.82,0,36.71,0.88
1053,4,2,9.41813,6,37.82,4.95,2.02,0,44.19,0.86
1054,4,1,9.42243,4,40.17,4.24,1.82,0,40.33,0.04
1055,4,1,9.42703,4,42.23,5.05,2.12,0,42.23,0.12
1056,4,2,9.42957,6,46.96,5.26,1.92,0,49.06,0.57
1057,4,2,9.43176,6,37.73,4.95,2.12,0,38.91,0.27
1058,4,1,9.43414,4,41.96,4.75,2.02,0,45.34,0.5
1059,4,1,9.43502,2,26.2,18.7,2.5,1,25.8,0.05
1060,4,2,9.4363,7,39.53,4.75,1.92,0,41.03,0.24
1061,4,2,9.43774,6,40.66,4.95,1.92,0,44.2,0.6
1062,4,2,9.43841,8,23.4,8.59,2.5,1,25.2,0.31
1063,4,2,9.43874,6,32.98,5.05,2.02,0,40.18,0.92
1064,4,1,9.43942,3,40.09,5.15,1.92,0,40.09,-0.04
1065,4,1,9.44451,2,25.92,17.18,2.5,1,25.85,-0.03
1066,4,2,9.44651,7,27.73,4.75,1.92,0,32.22,0.46
1067,4,1,9.44671,3,45.3,4.95,2.02,0,45.3,-0.13
1068,4,2,9.44739,8,30.28,5.46,2.12,0,32.04,0.24
1069,4,2,9.4481,6,43.93,4.75,1.92,0,48.5,0.75
1070,4,1,9.45041,2,30.11,6.67,2.32,0,30.11,-0.08
1071,4,1,9.45146,4,42.34,4.65,2.02,0,42.34,-0.05
1072,4,1,9.45426,4,41.68,6.06,2.22,0,41.68,0.07
1073,4,2,9.45673,6,40.52,5.15,2.02,0,43.05,0.43
1074,4,1,9.4587,3,44.88,4.85,1.82,0,44.41,0.17
1075,4,1,9.46207,3,35.08,5.05,2.02,0,35.76,0.12
1076,4,2,9.46486,7,38.75,3.84,1.92,0,40.02,0.21
1077,4,2,9.4653,6,62.51,4.75,1.92,0,68.28,1.13
1078,4,2,9.46533,8,34.41,4.45,1.82,0,35.44,0.13
1079,4,1,9.46657,2,24.83,17.28,2.5,1,24.27,0.1
1080,4,1,9.46926,3,38.86,5.96,2.12,0,38.83,0.11
1081,4,2,9.46962,7,35.35,4.85,1.92,0,35.54,0.14
1082,4,1,9.47056,4,47.14,4.24,1.82,0,47.17,0.04
1083,4,1,9.473,4,47.72,4.95,2.12,0,47.74,0.03
1084,4,1,9.47343,3,47.54,4.04,1.82,0,47.91,0.12
1085,4,2,9.47444,6,35.02,4.14,1.82,0,37.84,0.98
1086,4,1,9.47812,2,35.16,4.24,1.72,0,35.32,0.14
1087,4,1,9.47821,4,50.9,4.75,2.02,0,55.67,0.7
1088,4,2,9.47933,7,38.65,6.47,2.32,0,39.66,0.38
1089,4,1,9.48077,3,35.32,5.15,2.02,0,35.23,0.17
1090,4,1,9.48244,4,39.73,4.24,1.82,0,40.97,0.45
1091,4,2,9.48252,6,39.12,4.04,1.82,0,40.32,0.34
1092,4,2,9.48319,7,35.26,4.24,1.92,0,37,0.34
1093,4,2,9.48332,8,25.15,16.78,2.5,1,26.06,0.1
1094,4,1,9.48404,2,25.77,17.28,2.5,1,25.74,0.02
1095,4,1,9.48746,2,24.18,9.9,2.5,1,24.16,0
1096,4,1,9.48943,4,51.55,4.55,2.02,0,51.55,-0.09
1097,4,2,9.48954,8,24.52,12.63,2.5,1,26.3,0.6
1098,4,1,9.49101,3,32.9,4.45,1.82,0,32.94,-0.12
1099,4,1,9.49364,3,34.04,4.85,2.02,0,33.42,0.22
1100,4,2,9.49584,7,32.8,4.65,1.92,0,34.76,0.39
1101,4,2,9.49609,6,36.03,4.55,1.92,0,38.68,0.55
1102,4,1,9.49712,2,25.03,17.58,2.5,1,25.33,0.06
1103,4,2,9.49898,7,25.09,14.75,2.5,1,26.14,0.73
1104,4,1,9.4998,2,24.61,17.48,2.5,1,24.26,0.03
1105,4,1,9.50208,4,48.8,4.65,1.92,0,52.93,0.63
1106,4,2,9.5054,7,40.56,4.85,2.12,0,41.3,0.3
1107,4,2,9.50827,6,43.69,4.95,2.02,0,46.38,0.85
1108,4,2,9.51359,6,53.08,4.85,1.92,0,56.94,0.81
1109,4,1,9.51364,4,36.87,5.05,2.02,0,36.96,0.17
1110,4,2,9.51679,6,48.87,4.95,1.92,0,49.98,0.18
1111,4,2,9.51876,6,39.82,6.16,2.43,1,41.03,0.21
1112,4,2,9.52198,6,50.73,5.26,2.12,0,53.35,0.53
1113,4,2,9.52516,8,23.11,19.1,2.5,1,23.7,0.12
1114,4,1,9.52773,2,24.64,14.86,2.5,1,24.74,0.17
1115,4,2,9.52802,7,31.82,4.85,2.12,0,32.64,0.23
1116,4,2,9.52856,6,45.95,5.05,2.02,0,48.4,0.6
1117,4,1,9.52876,3,33.2,5.96,2.32,0,33.46,0.23
1118,4,1,9.52943,4,42.2,5.15,1.92,0,42.2,-0.05
1119,4,1,9.53179,2,22.77,10.41,2.43,0,22.78,0.28
1120,4,2,9.53193,6,38.74,4.55,1.92,0,39.31,0.16
1121,4,2,9.53406,6,39.67,3.74,1.82,0,41.55,0.26
1122,4,1,9.53434,4,47.06,4.35,1.92,0,47.06,-0.04
1123,4,1,9.539,2,22.72,21.22,2.5,1,22.83,0.03
1124,4,1,9.54004,3,35.29,4.95,2.22,0,35.38,0.12
1125,4,2,9.54358,6,47.77,4.65,2.02,0,50.93,0.58
1126,4,2,9.5472,7,31.46,4.85,1.92,0,32.19,0.19
1127,4,2,9.548,6,35.84,5.15,2.12,0,37.91,0.38
1128,4,1,9.54901,3,32.66,4.24,1.82,0,32.66,0.08
1129,4,1,9.55504,4,48.1,4.14,1.82,0,48.26,0.17
1130,4,1,9.55571,2,28.71,4.45,1.72,0,29.06,0.23
1131,4,2,9.55709,8,29.48,5.05,1.82,0,29.72,0.13
1132,4,2,9.55998,7,27.78,12.53,2.5,1,29.14,0.18
1133,4,2,9.5606,6,40.99,4.65,1.92,0,42.53,0.26
1134,4,2,9.56353,6,37.09,4.65,1.92,0,38.87,0.27
1135,4,2,9.56468,6,41.4,4.55,1.92,0,44.11,0.55
1136,4,1,9.5662,3,26.09,17.08,2.5,1,26.09,0
1137,4,1,9.56676,4,38.4,4.14,1.82,0,38.4,0
1138,4,1,9.56704,4,38.49,4.95,1.92,0,38.21,0.05
1139,4,1,9.57203,2,34.35,7.07,2.5,1,34.12,-0.09
1140,4,1,9.5757,4,39.45,4.85,1.92,0,39.45,-0.05
1141,4,2,9.57861,7,31.84,6.37,2.43,1,33.27,0.21
1142,4,2,9.57878,6,36.55,6.77,2.63,0,37.92,0.28
1143,4,1,9.57879,2,23.98,17.28,2.5,1,24.21,-0.01
1144,4,1,9.5807,4,45.87,4.95,2.12,0,45.87,-0.14
1145,4,1,9.58307,3,34.42,4.04,1.92,0,33.54,-0.07
1146,4,1,9.58477,4,42.88,4.55,1.92,0,43.11,0.11
1147,4,1,9.58488,2,33.02,4.55,1.92,0,33.07,0.07
1148,4,1,9.58716,4,43.64,3.94,1.82,0,44.8,0.27
1149,4,1,9.59294,2,25.3,15.36,2.5,1,25.32,0.01
1150,4,2,9.59302,6,46.23,4.65,2.02,0,48.16,0.41
1151,4,1,9.59376,4,38.12,4.95,2.12,0,38.12,-0.09
1152,4,1,9.59404,4,38.54,4.24,1.92,0,40.18,0.31
1153,4,2,9.59572,6,42.09,4.65,1.92,0,42.41,0.2
1154,4,1,9.59648,4,43.2,5.05,2.22,0,43.64,0.21
1155,4,2,9.5967,6,37.12,5.76,2.32,0,38.75,0.27
1156,4,1,9.59917,4,48.46,5.36,2.22,0,49.44,0.39
1157,4,2,9.59946,7,32.39,4.55,1.82,0,33.66,0.2
1158,4,2,9.59972,6,37.9,4.95,2.02,0,38.09,0.25
1159,4,1,9.60224,4,38.2,5.05,2.02,0,42.14,0.57
1160,4,1,9.60569,4,31.6,4.45,1.82,0,31.72,0.22
1161,4,2,9.60798,6,43.05,4.55,1.92,0,48.65,0.9
1162,4,2,9.61169,6,41.61,4.55,2.02,0,44.83,0.61
1163,4,1,9.61492,3,34.27,4.04,1.92,0,34.08,0.08
1164,4,1,9.61587,4,38.66,4.24,1.92,0,38.98,0.25
1165,4,2,9.61624,7,35.15,3.84,1.72,0,35.85,0.22
1166,4,2,9.61763,6,38.81,4.65,2.02,0,39.5,0.24
1167,4,1,9.62123,4,39.08,4.85,2.02,0,45.73,0.92
1168,4,2,9.62426,7,41.7,4.85,2.12,0,41.44,0.34
1169,4,1,9.62524,3,35.26,4.75,1.92,0,35.4,0.09
1170,4,2,9.62599,6,49.48,4.75,1.92,0,50.6,0.36
1171,4,1,9.62868,4,43.55,4.65,2.02,0,43.57,0.04
1172,4,2,9.62871,8,23.29,17.08,2.5,1,23.92,0.07
1173,4,2,9.63024,6,36.93,4.75,1.92,0,39.51,0.32
1174,4,1,9.63051,3,37.04,4.24,1.92,0,37.73,0.22
1175,4,2,9.63157,6,39.46,4.75,2.02,0,43.08,0.69
1176,4,2,9.63956,6,46.39,4.95,1.92,0,48.26,0.39
1177,4,2,9.6415,7,24.44,17.38,2.5,1,25.04,0.48
1178,4,2,9.64157,8,23.45,14.25,2.5,1,23.97,0.13
1179,4,1,9.64452,4,46.02,5.05,2.12,0,46.02,0.32
1180,4,2,9.64607,6,49.83,4.95,2.02,0,50.61,0.3
1181,4,1,9.6468,3,32.71,4.95,2.02,0,32.57,0.08
1182,4,2,9.6483,8,22.68,17.08,2.5,1,23.33,0.09
1183,4,2,9.64988,7,32.46,4.75,2.12,0,33.69,0.22
1184,4,1,9.65262,2,27.46,5.05,2.12,0,28.58,0.2
1185,4,1,9.65288,2,29.95,4.55,2.02,0,36.29,0.79
1186,4,1,9.65403,4,47.43,4.95,1.92,0,47.54,0.1
1187,4,1,9.65676,4,44.32,4.85,2.22,0,44.93,0.62
1188,4,2,9.65923,8,24.39,7.98,2.5,1,25.42,0.22
1189,4,1,9.65926,4,36.88,4.85,2.02,0,41.85,0.81
1190,4,2,9.6643,7,35.83,4.65,1.92,0,36.54,0.15
1191,4,1,9.66743,4,41.95,5.15,2.22,0,42.61,1
1192,4,2,9.66849,6,42.32,4.45,1.92,0,44.31,0.24
1193,4,1,9.66924,3,41.44,4.95,2.12,0,41.41,0.01
1194,4,1,9.67034,4,41.24,4.95,1.92,0,42.03,0.39
1195,4,2,9.67133,6,39.77,4.85,1.92,0,40.91,0.2
1196,4,1,9.67231,3,40.58,4.04,1.92,0,40.25,0.12
1197,4,2,9.67308,6,44.14,5.15,1.92,0,47.76,0.51
1198,4,1,9.67382,4,41.06,5.05,2.22,0,44.1,0.51
1199,4,2,9.67559,7,38.84,6.27,2.32,0,40.03,0.29
1200,4,1,9.68436,4,56.15,5.26,2.32,0,56.37,0.21
1201,4,1,9.68523,3,33.43,4.8,2.02,0,33.44,0.01
1202,4,2,9.68536,8,28.48,5.26,1.92,0,33.01,0.39
1203,4,2,9.68743,6,35.21,4.45,1.92,0,36.65,0.22
1204,4,1,9.68862,4,39.91,4.35,1.82,0,40.94,0.38
1205,4,2,9.69112,6,40.54,4.65,1.92,0,43.67,0.42
1206,4,1,9.69184,4,45.17,4.7,2.02,0,44.71,-0.05
1207,4,2,9.69398,6,35.15,4.95,2.22,0,38.39,0.48
1208,4,1,10.60001,2,32.79,4.55,1.82,0,33.27,0.3
1209,4,2,10.60001,8,24.32,9.7,2.32,0,24.62,0.15
1210,4,2,10.60001,7,33.43,4.75,1.92,0,34.01,0.24
1211,4,1,10.60001,4,50.23,5.05,2.02,0,50.98,0.33
1212,4,1,10.60177,3,42.57,4.35,1.92,0,42.57,-0.04
1213,4,1,10.60284,2,30.61,6.97,2.5,1,30.67,0.08
1214,4,1,10.60397,3,39.18,5.26,2.22,0,39.06,0.22
1215,4,2,10.60737,6,36.62,4.75,1.92,0,37.09,0.16
1216,4,1,10.60962,4,33.17,5.26,2.12,0,33.2,0.04
1217,4,2,10.61336,6,46.28,4.95,2.02,0,46.81,0.25
1218,4,1,10.61469,4,39.26,4.75,2.12,0,41.38,0.63
1219,4,1,10.62037,2,23.75,14.35,2.5,1,23.8,0.06
1220,4,1,10.62208,3,43.45,5.05,2.02,0,43.64,0.15
1221,4,2,10.62219,6,47.41,4.85,2.02,0,50.06,0.37
1222,4,1,10.6256,2,31.85,4.75,1.92,0,31.55,0.07
1223,4,1,10.62786,4,51.73,5.15,2.02,0,53.41,0.38
1224,4,2,10.62824,7,34.29,4.85,1.92,0,35.58,0.19
1225,4,2,10.62947,6,44.06,4.75,2.02,0,46.42,0.76
1226,4,1,10.6365,4,35.7,4.85,1.92,0,39.66,0.57
1227,4,1,10.64159,2,25.47,19,2.5,1,25.95,0.27
1228,4,1,10.64362,4,42.54,5.05,2.02,0,45.55,0.5
1229,4,2,10.65067,6,43.32,5.15,1.92,0,47.33,0.54
1230,4,1,10.65308,4,50.41,5.05,2.02,0,51.96,0.34
1231,4,1,10.65364,3,33.94,4.14,1.87,0,34.02,0.04
1232,4,1,10.65676,4,38.83,3.94,1.82,0,38.71,-0.11
1233,4,2,10.65794,6,37.9,4.04,1.82,0,40.34,0.48
1234,4,1,10.65989,3,28.99,12.63,2.43,0,28.64,0.1
1235,4,1,10.66044,4,36.6,4.75,2.02,0,36.05,-0.05
1236,4,2,10.66656,6,38.99,5.26,1.92,0,42.72,0.54
1237,4,1,10.67301,4,49.66,4.14,1.92,0,49.84,0.14
1238,4,2,10.67367,7,32.58,4.55,1.92,0,32.5,0.17
1239,4,2,10.67487,6,47.62,4.75,1.92,0,48.63,0.35
1240,4,1,10.67551,3,42.45,4.45,1.92,0,42.45,-0.01
1241,4,1,10.6758,4,45.2,4.55,1.92,0,45.2,0.52
1242,4,2,10.6794,6,38.73,4.65,1.82,0,40.41,0.25
1243,4,1,10.67974,2,36.97,4.04,1.82,0,36.89,0
1244,4,1,10.68212,4,48.87,4.85,2.02,0,48.86,0.05
1245,4,2,10.68534,6,43.93,4.45,2.02,0,45.79,0.52
1246,4,1,10.68638,2,24.2,16.98,2.5,1,24.26,0.06
1247,4,2,10.68732,6,39.17,5.15,2.12,0,41.1,0.48
1248,4,1,10.68742,4,47.87,4.85,2.02,0,47.71,-0.17
1249,4,1,10.68914,4,49.02,5.26,2.12,0,48.34,-0.24
1250,4,1,10.68992,2,24.41,17.18,2.5,1,24.31,0
1251,4,1,10.69081,4,33.46,3.84,1.92,0,36.62,0.41
1252,4,2,10.6947,6,33.79,4.75,2.02,0,36.76,0.43
1253,4,1,10.69926,3,34.68,4.85,2.12,0,33.94,0.02
1254,4,2,10.70399,6,39.73,4.75,2.02,0,41.6,0.24
1255,4,1,10.70437,4,50.76,4.95,2.12,0,50.76,-0.03
1256,4,1,10.70901,4,43.67,4.85,2.02,0,46.39,0.36
1257,4,1,10.71113,4,55.01,4.45,2.12,0,55.11,-0.09
1258,4,1,10.71263,4,46.07,4.85,2.02,0,45.76,-0.22
1259,4,2,10.71462,7,33.84,4.85,2.02,0,37.08,0.51
1260,4,1,10.71474,3,35.6,4.45,2.02,0,35.2,0
1261,4,1,10.71482,2,26.03,10.51,2.5,1,26.1,-0.08
1262,4,1,10.71601,4,35.25,4.24,1.92,0,35.23,0.02
1263,4,2,10.7208,7,34.34,4.55,1.92,0,36.89,0.31
1264,4,1,10.72182,3,37.27,4.45,2.02,0,37.27,0
1265,4,1,10.72423,3,39.03,4.65,2.02,0,38.59,0.03
1266,4,2,10.72504,6,47.26,4.35,2.12,0,52.2,0.74
1267,4,1,10.72541,4,42.11,6.87,2.43,0,42.11,-0.15
1268,4,2,10.72659,8,25.07,17.18,2.5,1,26.34,0.22
1269,4,2,10.72773,6,46.67,4.95,2.02,0,49.66,0.67
1270,4,2,10.732,6,44.14,4.75,2.02,0,46.48,0.48
1271,4,2,10.73269,6,44.69,4.24,1.92,0,48.37,0.58
1272,4,2,10.73636,6,50.83,4.75,2.02,0,53.83,0.45
1273,4,1,10.73739,4,49.75,4.55,2.12,0,50.89,0.99
1274,4,2,10.73789,7,44.51,4.65,1.92,0,47.43,0.4
1275,4,2,10.73938,6,44.26,4.75,1.92,0,46.65,0.59
1276,4,1,10.74117,4,59.45,4.65,1.92,0,59.45,0.02
1277,4,2,10.7436,8,31.68,4.14,1.82,0,32.75,0.31
1278,4,1,10.74398,4,45.53,5.26,2.22,0,45.53,-0.14
1279,4,2,10.74489,7,37.39,4.85,1.92,0,39.45,0.37
1280,4,2,10.7481,7,45.32,5.36,2.02,0,46.94,0.35
1281,4,2,10.75012,6,43.83,5.26,2.12,0,48.24,0.61
1282,4,1,10.75244,4,54.45,4.95,2.02,0,54.44,-0.03
1283,4,1,10.7529,3,37.38,4.55,2.02,0,37.38,0.07
1284,4,1,10.75418,4,56.07,4.95,2.12,0,55.98,0.11
1285,4,1,10.75453,2,25.2,17.28,2.5,1,24.75,-0.04
1286,4,2,10.75471,8,45.09,5.26,2.12,0,48.21,0.52
1287,4,2,10.75637,7,42.67,5.05,2.12,0,45.67,0.49
1288,4,2,10.75833,7,35.92,7.28,2.32,0,38.43,0.43
1289,4,1,10.75881,4,48.64,4.85,1.92,0,47.63,-0.12
1290,4,1,10.75988,2,31.11,7.58,2.32,0,30.36,-0.01
1291,4,1,10.76581,4,37.91,5.05,1.92,0,37.91,-0.15
1292,4,1,10.76672,4,42.15,4.85,1.92,0,42.15,-0.1
1293,1,2,16.30001,8,30.4,5.46,2.02,0,30.94,0.32
1294,1,1,16.30001,4,30.9,3.94,1.82,0,31.73,0.51
1295,1,2,16.30001,7,33.05,4.04,1.62,0,34.07,0.35
1296,1,1,16.30001,2,22.77,16.27,2.5,1,22.8,0.04
1297,1,1,16.30001,3,28.77,4.95,2.02,0,28.77,-0.01
1298,1,2,16.30001,6,32.39,5.86,2.22,0,33.97,0.31
1299,1,2,16.30002,7,19.37,4.65,1.82,0,19.37,0.02
1300,1,1,16.30002,4,19.39,4.45,1.82,0,19.5,0.36
1301,1,2,16.30483,6,35.52,3.94,1.72,0,38.13,0.38
1302,1,2,16.31504,8,22.41,17.89,2.5,1,24.1,0.16
1303,1,2,16.35052,6,31.83,5.36,2.02,0,33.65,0.35
1304,1,2,16.35784,7,36.02,6.06,2.12,0,37.09,0.43
1305,1,2,16.3591,6,32.72,4.45,1.82,0,34.35,0.54
1306,1,2,16.36957,6,31.03,4.24,1.82,0,34.96,0.57
1307,1,2,16.41779,8,24.03,16.67,2.5,1,25.83,0.17
1308,1,2,16.42984,8,22.82,20.52,2.5,1,25.05,0.35
1309,1,2,16.43024,6,34.98,4.95,1.92,0,36.35,0.47
1310,1,2,16.44958,7,29.52,2.83,1.62,0,30.38,0.18
1311,1,2,16.45131,6,35.92,4.24,1.82,0,40.4,0.66
1312,1,2,16.46687,6,35.45,4.95,1.92,0,37.35,0.27
1313,1,2,17.35001,6,33.02,4.95,1.72,0,33.68,0.53
1314,1,2,17.35001,7,24.96,17.18,2.5,1,25.83,0.4
1315,1,2,17.35001,8,23.13,13.85,2.5,1,23.5,0.18
1316,1,1,17.35001,4,17.81,4.04,1.82,0,17.81,-0.63
1317,1,1,17.35001,2,19.1,5.56,2.43,1,19.26,0.12
1318,1,1,17.35002,3,21.8,4.45,2.02,0,22.22,0.16
1319,1,2,17.39768,8,28.43,4.55,1.82,0,32.98,0.56
1320,1,2,17.41183,7,33.12,4.65,1.82,0,36.03,0.35
1321,1,2,17.41384,6,28.85,2.83,1.62,0,32.94,0.62
1322,1,2,17.44109,7,30.59,4.95,1.92,0,34.3,0.37
1323,1,2,17.44153,6,31.64,4.75,1.82,0,34.11,0.25
1324,1,2,17.44739,6,32.52,3.84,1.72,0,34.09,0.22
1325,1,2,17.45496,6,37.79,4.95,1.82,0,39.17,0.2
1326,1,2,17.49121,8,22.76,16.88,2.5,1,24.53,0.16
1327,1,2,17.54049,8,23.56,16.88,2.5,1,25.43,0.16
1328,1,2,17.55248,8,22.3,16.78,2.5,1,24.08,0.18
1329,1,1,18.06668,3,27.81,4.65,2.12,0,27.81,-0.13
1330,1,1,18.06668,4,35.23,4.75,1.82,0,35.23,-0.77
1331,1,1,18.06668,2,22.58,11.52,2.5,1,22.6,0.02
1332,1,2,18.06668,6,34.62,4.55,1.72,0,35.52,0.36
1333,1,2,18.06669,7,31.36,4.85,1.92,0,31.8,0.34
1334,1,2,18.06669,8,23.14,19.1,2.5,1,23.93,0.21
1335,1,2,18.07182,6,35.47,4.45,1.82,0,36.58,0.35
1336,1,2,18.08086,6,37.22,4.35,1.82,0,40.16,0.34
1337,1,2,18.1246,6,33.9,4.14,1.72,0,36.65,0.42
1338,1,2,18.1334,6,34.99,4.85,1.92,0,35.27,0.07
1339,1,1,18.16316,4,38.21,4.95,2.12,0,37.98,-0.01
1340,1,2,18.17391,6,34.05,5.05,1.82,0,35.84,0.33
1341,1,2,18.17683,6,35.81,4.35,1.92,0,36.96,0.22
1342,1,2,18.22004,8,23.51,13.14,2.5,1,25.18,0.16
1343,1,2,18.2364,8,23.67,18.9,2.5,1,24.94,0.13
1344,1,2,18.25408,8,22.56,16.78,2.5,1,23.83,0.14
1345,1,2,18.26171,8,22.63,15.26,2.5,1,23.97,0.11
1346,1,1,18.27387,2,24.51,19.15,2.5,1,24.49,0.02
1347,1,2,18.28397,6,38.93,5.05,1.92,0,39.39,0.21
1348,1,2,18.29121,6,36.38,4.04,1.72,0,37.48,0.22
1349,1,1,18.2986,2,32.27,5.66,2.22,0,35.88,0.62
1350,1,2,18.29982,6,34.43,4.85,1.82,0,37.04,0.62
1351,1,2,18.311,8,24.51,6.16,2.73,0,26.13,0.21
1352,1,1,18.315,4,36.1,4.85,1.92,0,36,-0.01
1353,1,2,18.34122,6,39.34,4.04,1.72,0,42.13,0.45
1354,1,2,18.35041,8,21.97,16.57,2.5,1,23.41,0.14
1355,1,2,18.36043,6,35.14,4.04,1.72,0,35.33,0.11
1356,1,2,18.46668,7,32.72,4.55,1.72,0,34.06,0.66
1357,1,2,18.46668,6,35.27,5.05,1.92,0,35.94,0.33
1358,1,1,18.46668,3,34.55,4.85,1.82,0,34.61,0.06
1359,1,1,18.46668,3,37.97,4.45,1.82,0,38,-0.03
1360,1,2,18.46668,6,34.89,4.24,1.72,0,38.18,0.4
1361,1,1,18.46669,2,29.2,4.85,2.02,0,29.86,0.62
